ph,Hardness,Solids,Chloramines,Sulfate,Organic_carbon,Trihalomethanes,Turbidity,Check
7.09249984875099,129.6730611225918,169.36812919106757,1.321311377474008,20.94727485357792,1.6619233772387598,0.1085298429979373,1.578072787972485,0.0
7.48119016361352,100.76878120222484,182.5016842118524,1.065113973179268,27.01727034003101,1.5524255821684083,0.1399130926980069,1.382279363727808,0.0
7.197471461669283,91.37765261370234,102.5161466467332,0.6138891708089007,13.678322243209564,1.0007091100669578,0.0782863955672146,0.9782543731173724,1.0
7.157000187806063,126.5985508532196,173.97180445297664,1.317680883714191,28.966481634550444,1.8377668215242355,0.1320206386358573,1.2118965588939723,0.0
7.192829344888041,130.53921349022687,197.08213688686973,1.1798954770462016,26.32397264412137,1.996717975680798,0.1200061496335233,1.826419280728256,0.0
6.749546199849506,50.32321788948553,138.33841781691677,0.9645104428584006,17.736793464792505,1.2620557706134776,0.0724668029717717,0.6927015592590098,1.0
7.303740908724506,106.83441598619414,189.14828314003165,1.1747790562555145,22.492619572914855,1.7532287727226143,0.100767418738131,1.7999461262084149,0.0
6.571256727765259,71.63857421709095,104.902226905547,0.9717140536326428,11.325821801811792,1.250616363339204,0.052278626080691,0.6646378646112288,1.0
7.048359916775564,124.98464592854867,168.6612371610824,1.0188225205583814,25.273312047309595,1.8967423076720915,0.1064743097783531,1.3639821398977323,0.0
7.381841550224863,125.19909628431812,153.97228401494476,1.187360855096169,25.229201689742386,1.6453948212379137,0.1468745634847367,1.2337370947943187,0.0
7.0510618490101065,115.51232123438052,175.8786208989598,1.2324362219596865,23.616923178987136,1.5953213389016725,0.1022082194311988,1.1983636062400846,0.0
7.256213613950177,79.871462128671,119.5188223023477,0.8024704065988775,11.504485507732165,1.4605147580269011,0.0647776249317608,0.789814263791572,1.0
7.230650510239246,85.7359416751018,136.27340842250814,0.9310764791465608,11.396423302095837,1.015767314065612,0.0975221117045051,0.9213827180751506,1.0
7.038987211760905,124.39014944344076,151.55904320673815,1.1230655558591127,25.6116744374642,1.728521726527105,0.1172798539666922,1.6803645577871569,0.0
6.713104704025083,72.33572636292601,127.7049640197913,0.6260349434250858,11.105863439639547,1.4782638745390044,0.0859744725129704,0.8081009292786483,1.0
7.308120379564417,87.04520280760357,135.043284862194,0.6985934431585644,14.921166570858617,1.1393536728103544,0.0504243006041721,0.6844571866768101,1.0
7.0273796930551535,126.69773651989622,182.3116607375692,1.371912385192566,20.30613279897079,1.92613221342696,0.1106990841863584,1.2953718762589947,0.0
7.043673994240715,136.8743543083075,155.12193448830402,1.1047647008112578,27.22441403248576,1.6517919149676874,0.1270143352187411,1.046631642777384,0.0
6.792218230461898,91.01266594724449,119.15822342795629,0.6762163657694208,13.518268970868114,1.1344521522807407,0.0870259182341224,0.5381091967225241,1.0
7.218368338897321,125.9022942205696,196.7313366263789,1.1863657139743935,24.80982559583352,1.7573068822237758,0.112382945051455,1.575932454035792,0.0
7.273473125686601,95.82102722660332,127.86259166592052,0.8624354267899402,10.44395264969327,1.3349713066818831,0.0520386637170685,0.6750807659840163,1.0
7.147829285921549,111.70489595119996,164.02735116438595,1.1869675130856947,27.048425694728376,1.5230045989148635,0.1334347964737361,1.1487797355223064,0.0
6.6814354350897975,99.94463060166451,106.46903084833504,0.7916664549942587,17.898681073797427,1.1827030654507784,0.0632465443111203,0.9930492567400996,1.0
6.810982321715662,79.29323942267595,109.74791357493152,0.7672772723780196,10.320635170945415,1.1082452836330587,0.0622469522846828,0.6605099052754498,1.0
7.180227779208353,95.40092727108312,115.84565069092722,0.7825368957400527,11.828937723291991,1.032568619335448,0.0852931030448128,0.9145757015775766,1.0
7.444042093825398,83.1655354752001,121.97326871792212,0.6560006530542252,12.197503001668794,1.4952358361736282,0.0850017020482427,0.924856522290197,1.0
7.279054220608262,124.49432201448847,199.91924400040543,1.1455890323744575,23.2028500121911,1.7177217458972995,0.128417579751301,1.4310741851565094,0.0
7.237433768721486,53.96401423155959,115.1751954573976,0.774420877796737,10.056521048411849,1.0063213007000091,0.0521295476985156,0.9982783696173746,1.0
7.056248978906943,129.35516775315187,184.9143463315296,1.3019938769161294,20.904536669903504,1.5448739188441918,0.1037999122008204,1.3467253538834263,0.0
7.27576712482318,110.24788311161404,189.0723689312836,1.05998765407965,20.75551266610962,1.7047787254363047,0.1268222602675767,1.607189883377071,0.0
6.604567840334401,55.16325044375242,104.1628829025316,0.7533850203588941,11.31836617803514,1.2906924476682555,0.0954191273685632,0.945049212093835,1.0
7.378629986355158,57.72461020024629,108.40590487988624,0.7245741013661062,16.70760021711534,1.306427386981682,0.055200514886407,0.7451007292781334,1.0
7.212209579583821,132.55394878746262,181.23676010614813,1.2192766907441563,20.866765732310533,1.790986679020703,0.1190764508869092,1.0936299719811169,0.0
7.402489302367272,120.4780680146722,176.0777226201495,1.211747519413934,22.960569114315216,1.9588589302599329,0.1019145546243974,1.241102988906635,0.0
6.792144648535218,64.96977941858407,147.65600571970688,0.7801743371751617,19.09304146406049,1.3240840244897718,0.0541862066554455,0.7049898629432834,1.0
6.602509727990679,83.86965649444363,101.09909074048116,0.6684609565383728,16.71303513093516,1.3947191994077277,0.0570416713826506,0.5565795032948382,1.0
7.436213271495209,146.76847497023647,156.94791321917592,1.3022673130422482,22.446061981423988,1.86323078570181,0.1384098624111518,1.1597549422179847,0.0
7.188405018492137,84.50234442047248,121.19040925867871,0.6479631744901442,12.608084271927762,1.4602676156198138,0.0617577785004208,0.925406333235061,1.0
7.409642520371011,115.2893406994805,151.16133567305587,1.3909919267883548,26.154275763323604,1.5995126497165135,0.1092414811826549,1.595395906873199,0.0
7.134671273253941,66.58084245539169,103.52303388334792,0.7976778612551559,12.69356918180494,1.1663818576678395,0.0573691633798674,0.5919738530803108,1.0
7.013643825325283,135.39857538199414,175.43765463130734,1.0462299829613786,20.761528933776024,1.9839737010831395,0.1005414150330396,1.793833565748375,0.0
6.6510578917809005,91.72858951278138,135.36141641677116,0.8768330689547906,14.014435492600038,1.3740551205799678,0.0679818371589501,0.8994252301003172,1.0
6.727935162541941,68.86590269815964,145.6400400203931,0.7567172485629101,10.729683329256876,1.1548862423620243,0.0595646587101053,0.7420821236960009,1.0
7.173319847184943,112.3772143509023,180.2095975371832,1.445625906574083,29.644985248639408,1.849600964622972,0.1306130170438367,1.301972137741846,0.0
6.594442960755928,94.62791137432372,121.59035475538886,0.9700899173646208,15.032283453861176,1.1855870603445564,0.0839679394960823,0.9764347601790418,1.0
7.279326505965004,135.84994290415594,194.04616495441192,1.2975154266707567,29.04660613024945,1.5394069367562262,0.1058240987153029,1.1294958402627526,0.0
7.067818600760315,120.2397702930869,189.3095297032579,1.476197587031976,29.181725432440743,1.9072835326671325,0.1210792002895318,1.9599658137120644,0.0
7.017711643384711,55.22272590500757,128.44063682169366,0.7358781546954372,11.99728519122405,1.111264891249443,0.0823387480540966,0.8254191794184533,1.0
6.632524672741848,56.66049620683143,134.70658269881184,0.8510485941897455,19.476025016077223,1.2809490515007131,0.0634437424670757,0.9596492191888372,1.0
7.2165791096735985,142.5399689159807,195.75133902961977,1.4547140994945034,29.215645757373448,1.6176049629517248,0.116163846123408,1.013451529304715,0.0
6.785095168693847,70.48355266879963,137.37603183732523,0.5973969013219633,10.991945301128784,1.3464041969245502,0.0527695365010469,0.6464064275523922,1.0
7.083656111850872,57.863660408985766,128.96567013942305,0.6047596121562661,15.286298375366194,1.3464545757840405,0.070379916691609,0.8802661010522181,1.0
7.464234326197578,109.06462360069564,169.96851271756793,1.2751420887346694,20.29834514147479,1.5758132646771144,0.1096897083169467,1.9621123570016423,0.0
7.167593385563585,95.21216457037826,146.23293047911233,0.7771612990418277,11.826630488570135,1.097633467595527,0.0589604924780512,0.9405850442370872,1.0
7.253378185258942,75.4445277795528,131.01174244805603,0.8644352547442979,16.77081971951108,1.1079628004694788,0.0655707876940579,0.7869557030166989,1.0
7.44290970391252,85.65230253171593,148.18425943435244,0.8336755815251979,10.394519529226914,1.3593945174100128,0.0885364307653283,0.7278531422101487,1.0
7.322019636263205,133.0805748254196,180.5254657618997,1.4965785191127676,26.25168232329909,1.6476711011344534,0.1002791765338994,1.7456668371560484,0.0
7.0189177052828375,75.01797231077803,115.4458861421883,0.821416695407869,14.035703924496014,1.00961585172838,0.0879939352019395,0.612681212660162,1.0
6.507664032649226,66.02006430701074,148.9132731764737,0.7865746239906228,18.912294410314672,1.418469422404978,0.0804587439689829,0.9041631994607822,1.0
7.196737165364151,92.75151008099677,125.2251462027418,0.7286152098097722,17.08023783997912,1.4018759871520408,0.0661096725323981,0.9037557981525745,1.0
7.312901009130077,59.94960694797184,127.27139751058566,0.6767387375641893,17.48396356209743,1.1524673188488304,0.0543739802875464,0.7538886430347823,1.0
7.3925232899548465,87.72846806028683,133.4976745429609,0.98542709893385,17.633906784413597,1.008694371462717,0.0875810275422406,0.9484815608553084,1.0
6.987061918818936,78.92462541146651,117.58549089794042,0.5000264134661484,17.292664058366334,1.4847860259182792,0.0788601118062978,0.7868721212722932,1.0
7.260785048616897,77.62504837039445,141.70820541042207,0.8624563733122197,13.719947597891618,1.1938299502793996,0.072850115468847,0.614659475153827,1.0
7.142884450109951,147.08026684529972,185.28074813753636,1.403804849517502,29.05772577720374,1.7866085587846825,0.1027829453378583,1.1810119131272123,0.0
7.093044334186784,51.200252242244446,145.54171134948768,0.6322021489648226,19.977843878200648,1.310437093778401,0.0665746136627441,0.952053952728818,1.0
7.409698922352771,111.0723720955078,183.18529098978857,1.4846471811826776,24.92984007840241,1.7078610358041146,0.105949292199984,1.4735027142174564,0.0
7.490408291247652,130.55046242270947,180.19994644977209,1.288736449059738,20.66262340594433,1.797412770689193,0.1384775785796949,1.753139739131777,0.0
7.106617432722765,146.3424271581338,181.6945694946201,1.1028140407353852,25.744409832063997,1.543247637010699,0.1113937507536486,1.5123504114398905,0.0
7.1955344395757095,136.5250083945801,195.99405112643933,1.2549040404239131,29.03257741340618,1.644469358699485,0.1353885674454372,1.1054340930341393,0.0
7.136096046409542,99.06287886956385,116.4660638741252,0.8229757655560226,16.56149714503165,1.417769639620713,0.0890521560538484,0.6961779802407799,1.0
7.475852079462535,98.8653953995752,126.77712365488992,0.5534956305873117,17.2420491280837,1.4124734647302788,0.0538044685674788,0.729314243715733,1.0
7.061443894730695,127.14276755156696,193.40577866117405,1.2827028792205346,26.525707819374635,1.6638313856425195,0.1456290980193463,1.886362859678322,0.0
6.757682888511214,76.57860763433656,112.37314906165732,0.786749792467608,13.985437143653826,1.064067520125262,0.0500712864143766,0.9707681230192464,1.0
7.276205233434005,119.51566062757426,155.91494450203606,1.3589219356343671,28.3791700618845,1.9106853012875165,0.1324775591995733,1.5374133318750218,0.0
7.0624519526621015,115.21266417048813,152.42114732133888,1.1168401422072385,25.176546121833727,1.5079341236829087,0.1093771145002502,1.6263765963255143,0.0
7.376313328717141,141.35227455714147,171.75985458175975,1.4207240127915302,22.779832285024757,1.7608400162567182,0.1059272520536939,1.2356339570504795,0.0
7.414746318242511,115.25474905767564,159.8027175727351,1.4578118905333923,21.36372980980579,1.5793684202951024,0.1358558910306319,1.3526099831260745,0.0
7.462384343217951,118.8932995780861,156.38630323115646,1.4065723955072595,21.460152148230144,1.6604893029918624,0.1168394903885245,1.7555080765252955,0.0
7.190004890820665,83.8180533936362,108.58390975216084,0.9808812391727344,10.7136701388938,1.3646177547341805,0.0786972661100334,0.7979330267642983,1.0
7.307323316241452,135.11757304325533,194.5530418626273,1.2280189324072273,20.595665753757324,1.6619962502328027,0.1216177295183538,1.6213603361081577,0.0
7.264883261542129,52.83402160829177,134.1587781619909,0.7897681845749905,13.352231802135716,1.4908053278212163,0.0558231374445816,0.5714439670961335,1.0
6.8577982653254415,62.61573680675765,110.95295865299416,0.7653753011940712,10.14910264154808,1.3074550429009704,0.0617084343098321,0.9167672835546286,1.0
7.219201778272263,90.42028694468456,135.85907235233788,0.7053502002932716,11.402850127879669,1.068440159845914,0.0818471787713439,0.7676987637127384,1.0
7.438724241825488,128.6987355234155,176.74140391200572,1.3050715225377645,20.99055630896971,1.7893333776842113,0.1039571197966509,1.953308863267217,0.0
7.317967024119062,71.90893066241722,124.4475463219226,0.7794204354773333,15.339565469349338,1.438176056513596,0.091711921482032,0.7700537194608954,1.0
7.370879738445482,113.00116865724844,189.02340200774705,1.29159372778528,21.670134170989204,1.575061132609902,0.1007315589752611,1.88753888497286,0.0
7.490031157693642,135.04533420647272,161.6054481439888,1.191145394260386,28.48407798813456,1.563400271426937,0.1279703119271707,1.502875326977022,0.0
6.599441392759346,51.94896603305652,140.04090499298752,0.7975231724618805,18.19230576840102,1.3134581396569478,0.0755913880331277,0.8681187983575589,1.0
7.452571074822884,143.24169072882427,173.92411978764358,1.3405455198649237,22.242870364929598,1.7258536960032294,0.1136064235537084,1.264102054321011,0.0
7.209966919235718,107.321327082445,169.1552083422116,1.2421631512467532,22.691563776114275,1.8450853748735516,0.1399496044266673,1.123289811755028,0.0
7.197261297268131,112.10723498696252,159.40066328870026,1.2285514963212467,27.22549186446076,1.6549304432613414,0.1498508710565775,1.60008411190417,0.0
7.032637192350829,139.17400742544055,170.350811750308,1.211587425716528,29.20530148611164,1.5033981423732572,0.1081789704658658,1.7679289006316288,0.0
7.105706507887952,117.0420927539034,187.7260862367428,1.2534660516979923,28.847009695947055,1.9445205829668657,0.1297084678176211,1.914788863298208,0.0
6.565051592985279,64.73096981730966,128.2208293889874,0.6122911913269505,18.778326035758145,1.0268485939696872,0.052063487368731,0.7340888814401001,1.0
7.132847653280741,130.95573476517103,154.5519834604869,1.406951736136247,22.94360687804304,1.8994267782782503,0.1119808678816119,1.7012685794417175,0.0
7.473888015733736,106.45266932547032,163.76853620608355,1.261181973920951,26.475661660447354,1.98196901971802,0.1250808520593126,1.2669693919387446,0.0
7.269496004545981,127.8869870165556,183.08134307661956,1.1791727543364292,20.499936175049164,1.5593402502643423,0.1443920488907687,1.2934101073886564,0.0
7.456440872611348,121.82855616542956,175.63307226836486,1.218627250341546,25.789696640162457,1.5483107022306697,0.1336888741759998,1.4125989968464288,0.0
6.815290337830611,53.12824211097258,143.32978442977517,0.9390575984928506,17.753157538803762,1.152091238814258,0.0695281051213515,0.8655655544822117,1.0
7.136902317454744,95.54131323431577,112.49508608184448,0.5207979781282348,12.304219718143372,1.2115567154978932,0.0990224449318196,0.6582372658189292,1.0
7.144635846862239,142.6173900476319,150.88459615605743,1.261576449656968,23.27500503508901,1.5919547679377926,0.1439193833126323,1.14663327367232,0.0
6.976018129368766,53.07231450653938,111.61448270482263,0.6400670593876898,10.52185057796761,1.0303905843147017,0.062034245461167,0.8758529800896575,1.0
7.377090581018189,62.11768475683812,106.91227828170284,0.8016627828222992,18.531113891570364,1.172049882014868,0.0946115429974435,0.7337701311334346,1.0
7.4899602323899455,91.89541874259018,113.28427824331315,0.6275436112106991,15.892117234526204,1.4582341743330285,0.071624168793633,0.6602969535401588,1.0
7.401158010490989,98.35176376280732,149.36842361561,0.8910009127969707,18.48752700565235,1.4540660282803155,0.0907536995341305,0.7396761446079166,1.0
7.335256799309384,131.86568148335664,168.5461830079488,1.1973804928676068,23.26208613273744,1.9114829200887116,0.1110211554047496,1.2212772867764503,0.0
7.264372662221736,97.0440084779602,102.60362031106348,0.6749308471112392,19.408635478946973,1.1975745542488183,0.0843358329802424,0.7726724920007724,1.0
7.387357489005596,129.640603267575,168.35008710654418,1.1491463392153882,20.263348193069916,1.6173753800097896,0.1122523640569203,1.39291806131941,0.0
7.00942212814979,68.24112351038994,116.867953917864,0.7013057191700813,11.925299154381396,1.2588703285522311,0.0516092201607701,0.7515342317394155,1.0
6.867759350877289,85.10537270568963,111.90624216269994,0.7481097397449622,17.140543306554573,1.2548884223517562,0.0916524815534495,0.957345462354116,1.0
7.105774819356888,65.05230389171565,140.6425485768379,0.7103151184394096,18.82048186007699,1.2717447288543169,0.0744947071065412,0.9059053847195974,1.0
6.6147688718692175,64.16422017462887,107.53054765342596,0.7345301701105769,14.532997386465428,1.1424443194515306,0.0859351974750986,0.5965180811071605,1.0
7.262793046349651,147.96192923252377,190.1884976270557,1.023820471706369,26.750034707086265,1.8512471792470937,0.1256273959208881,1.1170267731184444,0.0
7.185940252294295,137.39161804674438,183.8342816714324,1.155239116558639,26.46272718015914,1.8331933447836288,0.1120973118294057,1.812982426897188,0.0
